,ENTRPRS,PRDUCT,REGIST_DT,STTEMNT_NO
7546,풀무원건강생활(주),멀티비타민우먼밸런스,20150522,20040020001156
7547,(주)남양 F&B,멀티비타민젤리(요구르트맛),20170504,20080020005180
7548,(주)남양 F&B,멀티비타민젤리(포도맛),20150522,20080020005102
7549,(주)케이지앤에프,멀티비타민츄어블,20150522,2004001602085
7550,콜마비앤에이치(주)푸디팜사업부문,멀티비타민츄어블,20180625,200600200031325
7551,(주)유유헬스케어,멀티비타민칼슘,20150522,20040015107259
7552,주식회사한미양행,멀티비타민칼슘,20150522,20040015083178
7553,엠에스바이오텍(주),멀티비타민칼슘,20150522,2004002002051
7554,태웅식품(주),멀티비타민키드,20150522,2004002000392
7555,엠에스바이오텍(주),멀티비타민키즈,20150522,20040020020278
7556,이앤에스(주),멀티비타민키즈러브,20160628,2012001700270
7557,(주)한풍네이처팜,멀티비타민키즈플러스,20150522,201200190076
7558,풀무원건강생활(주),멀티비타민틴밸런스,20150522,20040020001153
7559,(주)유유헬스케어,멀티비타민파인애플향,20150522,20040015107265
7560,주식회사 노바렉스,멀티비타민팩,20150522,200400200081102
7561,이앤에스(주),멀티비타민포맨프로,20160628,2012001700267
7562,이앤에스(주),멀티비타민포우먼레이디,20160628,2012001700269
7563,엠에스바이오텍(주),멀티비타민포유,20150522,20040020020282
7564,코스맥스바이오(주),멀티비타민퓨어스,20150522,200400200021308
7565,(주)뉴트리바이오텍,멀티비타민플러스,20150522,2007001703529
7566,태웅식품(주),멀티비타민플러스,20150522,2004002000337
7567,코스맥스바이오(주),멀티비타민플러스,20150522,20040020002953
7568,종근당건강(주),멀티비타민플러스,20150522,20040020016391
7569,주식회사 노바렉스,멀티비타민플러스미네랄,20150522,20040020008717
7570,주식회사한미양행,멀티비타민플러스원,20150522,20040015083265
7571,주식회사한미양행,멀티비타민플렉스,20150522,20040015083591
7572,콜마비앤에이치(주)푸디팜사업부문,멀티비타민화이토,20180409,200600200031283
7573,코스맥스바이오(주),멀티비타민화이토플러스,20171205,200400200022098
7574,(주)엄마사랑,멀티비타바,20150522,200900200031
7575,메타볼랩(주),멀티비타바이탈파워,20150522,2007001501030
7576,엠에스바이오텍(주),멀티비타정,20150522,20040020020249
7577,에프엔바이오(주),멀티비타톡 체리맛,20150522,20040020071244
7578,네이처퓨어코리아(주),멀티비타톡(수출용),20150522,20100019004311
7579,에프엔바이오(주),멀티비타톡석류맛,20150522,20040020071252
7580,엠에스바이오텍(주),멀티세븐플러스(오렌지맛),20150522,20040020020257
7581,콜마비앤에이치(주)푸디팜사업부문,멀티슬림,20180116,200600200031230
7582,네이처퓨어코리아(주),멀티시크릿,20170515,20100019004691
7583,콜마비앤에이치(주)푸디팜사업부문,멀티엠시크릿,20150522,20060020003435
7584,(주)뉴트리바이오텍,멀티케어오메가3골드 55,20150522,20070017035368
7585,종근당건강(주),멀티케어오메가3프리미엄,20150522,20040020016530
7586,(주)한국씨엔에스팜,멀티케어오메가3프리미엄,20180424,200400200071952
7587,(주)뉴트리바이오텍,멀티키즈,20171017,200700170351025
7588,(주)뉴트리바이오텍,멀티키즈 플러스,20161019,20070017035855
7589,네이처퓨어코리아(주),멀티트리플맥스,20150522,2010001900439
7590,(주)에스트라,멀티팩,20160610,20040017031134
7591,(주)뉴트리바이오텍,멀티팩터오메가3맥스,20150522,20070017035367
7592,(주)한국씨엔에스팜,멀티팻톡스_버전2,20150522,20040020007734
7593,주식회사한미양행,멀티포뮬러,20150522,20040015083501
7594,주식회사한미양행,멀티포뮬러 12,20150522,20040015083578
7595,(주)유니쎌팜,멀티포플러스,20170501,20040020028410
7596,네이처퓨어코리아(주),멀티프로 멀티비타민,20150522,201000190042
7597,네이처퓨어코리아(주),멀티프로 멀티비타민 멘,20150522,20100019004150
7598,네이처퓨어코리아(주),멀티프로 멀티비타민 우먼,20150522,20100019004166
7599,네이처퓨어코리아(주),멀티프로 멀티비타민 패밀리,20150522,20100019004149
7600,네이처퓨어코리아(주),멀티프로멀티비타민 50+,20150522,20100019004151
7601,(주)메디오젠,멀티프로바이오틱스 요거틱스 생 유산균 12,20161201,20040020029194
7602,(주)뉴트리바이오텍,멀티프로스타,20150522,2007001703595
7603,(주)서흥,멀티프로스타,20150522,20040020006545
7604,태웅식품(주),멀티프로스타에이스,20150522,20040020003100
7605,(주)한국씨엔에스팜,멀티플러스,20150522,20040020007910
7606,(주)서흥,멀티플러스 세트(Multiplus Set),20150522,20040020006868
7607,주식회사한미양행,멀티플러스-에스에이치,20180406,200400150831002
7608,에프엔바이오(주),멀티플러스멀티비타민앤미네랄포멘,20150522,20040020071178
7609,에프엔바이오(주),멀티플러스멀티비타민앤미네랄포우먼,20150522,20040020071177
7610,에프엔바이오(주),멀티플렉스멀티비타민앤미네랄 포 멘,20150522,20040020071119
7611,에프엔바이오(주),멀티플렉스멀티비타민앤미네랄포우먼,20150522,20040020071118
7612,에프엔바이오(주),멀티플렉스멀티비타민앤미네랄포패밀리,20150522,20040020071125
7613,주식회사한미양행,멀티플렉스비타민미네랄,20150522,20040015083515
7614,(주)유유헬스케어,멀티플렉스철분앤엽산,20150522,20040015107393
7615,주식회사 노바렉스,멀티플로라 골드 프리미엄 프로바이오틱스,20150522,20040020008819
7616,콜마비앤에이치(주)푸디팜사업부문,멈스 프로바이오틱스 어린이용,20171130,200600200031206
7617,콜마비앤에이치(주)푸디팜사업부문,멈스 프로바이오틱스 온가족용,20171130,200600200031207
7618,(주)뉴팜,멋진 간건강 밀크씨슬,20160428,20040017014480
7619,(주)뉴팜,멋진 관절건강 트리플파워,20160114,20040017014469
7620,(주)뉴팜,멋진 다이어트 퀸,20160511,20040017014485
7621,(주)뉴팜,멋진 멀티비타민스틱,20150810,20040017014454
7622,(주)뉴팜,멋진 멀티비타민앤미네랄,20151104,20040017014463
7623,(주)뉴팜,멋진 발포멀티비타민(오렌지맛),20150805,20040017014453
7624,(주)뉴팜,멋진 비타민C(레몬맛),20150522,20040017014447
7625,(주)뉴팜,멋진 뼈건강 밀크칼슘,20151208,20040017014467
7626,(주)뉴팜,멋진 생생유산균,20160201,20040017014471
7627,(주)뉴팜,멋진 생유산균,20160317,20040017014477
7628,(주)뉴팜,멋진 자일리톨스틱,20150909,20040017014461
7629,(주)뉴팜,멋진 장건강생유산균,20150813,20040017014455
7630,(주)뉴팜,멋진 장건강생유산균캅셀,20150813,20040017014456
7631,(주)뉴팜,멋진 진홍삼생유산균,20150818,20040017014458
7632,(주)뉴팜,멋진 진홍삼생유산균캅셀,20150818,20040017014457
7633,(주)뉴팜,멋진 치아건강 자일리톨,20151230,20040017014468
7634,(주)뉴팜,멋진멀티비타민(레몬맛),20150522,20040017014441
7635,(주)뉴팜,멋진멀티비타민(블루베리맛),20150522,20040017014440
7636,(주)뉴팜,멋진장쾌변식이섬유,20150522,20040017014445
7637,(주)뉴팜,멋진칼슘(딸기맛),20150522,20040017014437
7638,(주)뉴팜,멋진칼슘(오렌지맛),20150522,20040017014436
7639,(주)뉴팜,멋진칼슘(포도맛),20150522,20040017014435
7640,(주)뉴트리바이오텍,메가 간건강 밀크씨슬 비(B)컴플렉스,20150522,20070017035281
7641,(주)한국씨엔에스팜,메가 글루코사민 플러스 멀티비타민칼슘,20150522,20040020007842
7642,(주)한국씨엔에스팜,메가 나토키나제 프리미엄,20150522,200400200071461
7643,주식회사한미양행,메가 디에이치에이 오메가-3 1000,20150903,20040015083757
7644,(주)한국씨엔에스팜,메가 루테인3,20150522,200400200071136
7645,(주)한국씨엔에스팜,메가 멀티비타민·미네랄 츄어블 패밀리,20150522,20040020007804
7646,주식회사 노바렉스,메가 멀티비타민미네랄 (MEGA MULTIVITAMIN MINERAL),20150522,20040020008988
7647,주식회사 노바렉스,메가 멀티비타민미네랄 실버 (MEGA MULTIVITAMINMINERAL SILVER),20150522,200400200081084
7648,콜마비앤에이치(주)푸디팜사업부문,메가 비타민 D 마그네슘,20150522,20060020003811
7649,주식회사 노바렉스,메가 비타민B 컴플렉스,20180111,200400200081768
7650,주식회사 노바렉스,"메가 비타민C 1,000 mg",20171221,200400200081759
7651,주식회사 노바렉스,메가 비타민C 1000 (MEGA VITAMIN C 1000),20150522,20040020008986
7652,주식회사 노바렉스2공장,"메가 비타민D 1,000IU",20180103,20060020008239
7653,주식회사 노바렉스,메가 비타민D 1000 (MEGA VITAMIN D 1000),20150522,200400200081083
7654,(주)한국씨엔에스팜,메가 비타민D 2000 플러스 칼슘,20150522,200400200071025
7655,(주)한국씨엔에스팜,메가 빌테인 프리미엄,20150522,20040020007577
7656,네이처퓨어코리아(주),메가 오메가-3,20150907,20100019004479
7657,주식회사한미양행,메가 오메가-3 1000,20150825,20040015083753
7658,주식회사 노바렉스,메가 오메가3 1000 (MEGA OMEGA3 1000),20150522,200400200081014
7659,(주)한국씨엔에스팜,메가 오메가3 플러스 멀티비타민미네랄,20150522,20040020007837
7660,주식회사한미양행,메가 이피에이 오메가-3 1000,20150903,20040015083758
7661,콜마비앤에이치(주)푸디팜사업부문,메가 칼슘 마그네슘,20180417,200600200031293
7662,(주)다스코바이오,메가 큐(Mega-Q),20150522,201200170106
7663,(주)비오팜,메가 패밀리 멀티비타민 미네랄,20170911,20040017021710
7664,네이처퓨어코리아(주),메가 프리미엄 골드,20150911,20100019004484
7665,(주)서흥,메가B컴플렉스,20150522,20040020006929
7666,(주)서흥,메가C 1000mg,20150522,20040020006838
7667,주식회사한미양행,메가CLA1560,20150522,20040015083663
7668,(주)서흥,메가D 1000IU,20160926,200400200061166
7669,주식회사 노바렉스,메가D 칼슘마그네슘,20180111,200400200081764
7670,주식회사 네추럴웨이,메가Q,20150522,2004001510460
7671,코스맥스바이오(주),메가X멀티비타민&미네랄,20170720,200400200022050
7672,삼성제약(주),메가갈릭,20170308,201728201497
7673,삼성제약(주),메가갈릭(전량수출용),20170821,2017282014917
7674,코스맥스바이오(주),메가감마리놀렌산,20150522,200400200021162
7675,코스맥스바이오(주),메가감마리놀렌산DE,20160126,200400200021768
7676,(주)한풍네이처팜,메가골드 AHCC 1.0,20150828,20120019007153
7677,주식회사 동진제약,메가그린플러스,20150522,2004002006028
7678,(주)서흥,메가글루코사민,20150522,20040020006665
7679,한국바이오팜(주),메가글루코사민에프,20150522,2004002004635
7680,(주)한국씨엔에스팜,메가나토키나제,20150522,20040020007870
7681,(주)내츄럴엔도텍,메가난소화성말토덱스트린,20150522,200500170169
7682,에이케이앤엠엔바이오팜 (주),메가놀-DHA,20150522,201000160042
7683,에이케이앤엠엔바이오팜 (주),메가놀-E10D70,20150522,201000160043
7684,에이케이앤엠엔바이오팜 (주),메가놀-ED(45/10TG),20150522,201000160044
7685,에이케이앤엠엔바이오팜 (주),메가놀-EPA,20150522,201000160041
7686,에이케이앤엠엔바이오팜 (주),메가놀-그린 (MEGANOL-GREEN),20180605,2010001600410
7687,에이케이앤엠엔바이오팜 (주),메가놀-디(MEGANOL-D),20171226,201000160049
7688,에이케이앤엠엔바이오팜 (주),메가놀-이(MEGANOL-E),20171226,201000160048
7689,에이케이앤엠엔바이오팜 (주),메가놀-이50디20(MEGANOL-E50D20),20150818,201000160045
7690,진명뉴트리션,메가더블유피에이치,20150522,201300180067
7691,주식회사 노바렉스,메가데이 슬림 와일드망고(Megaday Slim Wildmango),20151211,200400200081546
7692,(주)뉴팜,메가데이 장엔 프로바이오틱스,20151203,20040017014466
7693,주)팜크로스,메가데이멀티비타민,20160520,20040015110591
7694,주)팜크로스,메가데이스피루리나,20160927,20040015110604
7695,고려은단 헬스케어(주),메가도스B,20160527,201600060053
7696,고려은단 헬스케어(주),메가도스C2000,20160615,201600060056
7697,고려은단 헬스케어(주),메가도스C3000,20160303,201600060051
7698,한국바이오팜(주),메가도즈 비타민D 1000I.U,20150522,20040020046442
7699,극동에치팜(주),메가도즈비타민D,20150522,20040020068157
7700,(주)빅솔 반월공장,메가드림,20150522,2009001702313
7701,콜마비앤에이치(주)푸디팜사업부문,메가락토 프리미엄,20180502,200600200031299
7702,주식회사한미양행,메가로톤,20161125,20040015083836
7703,(주)한국파비스알엔디,메가론지,20150522,2004002004084
7704,주식회사한미양행,메가맥스 프리미엄,20150522,20040015083481
7705,주식회사 노바렉스,메가맨,20150522,200400200081120
7706,주식회사 노바렉스,메가맨 50+,20150522,200400200081342
7707,주식회사 노바렉스,메가맨 스포츠,20150522,200400200081343
7708,콜마비앤에이치(주)푸디팜사업부문,메가멀티비타민앤미네랄 포우먼,20150522,20060020003626
7709,에프엔바이오(주),메가멀티비타민앤미네랄포멘,20150522,20040020071198
7710,콜마비앤에이치(주)푸디팜사업부문,메가멀티비타민앤미네랄포멘,20150522,20060020003627
7711,에프엔바이오(주),메가멀티비타민앤미네랄포멘프리미엄,20150522,20040020071122
7712,에프엔바이오(주),메가멀티비타민앤미네랄포우먼,20150522,20040020071199
7713,에프엔바이오(주),메가멀티비타민앤미네랄포우먼프리미엄,20150522,20040020071121
7714,주식회사한미양행,메가멀티비타민앤미네랄포패밀리,20150522,20040015083596
7715,에프엔바이오(주),메가멀티비타민앤미네랄포패밀리,20150522,20040020071209
7716,주식회사 노바렉스,메가멀티유산균,20150522,200400200081157
7717,주식회사 바이오에비뉴,메가미네랄비타,20150916,20040017016266
7718,디에이치팜(주),메가바이오파워포르테,20160311,20040015102171
7719,(주)유유헬스케어,메가바이오파워포르테,20161228,20040015107708
7720,(주)한국씨엔에스팜,메가베시아,20150522,200400200071011
7721,동서바이오팜(주),"메가벨셀렌효모플러스비타민B1,B6,D,아연",20180509,20040017025463
7722,삼성제약(주),메가보라,20180530,2017282014922
7723,(주)알피바이오 제2공장,메가본칼슘,20150522,2004001707940
7724,에스케이내추럴팜(주),메가본칼슘,20181017,20040017106368
7725,(주)한국씨엔에스팜,메가블랙,20150522,200400200071246
7726,(주)한국씨엔에스팜,메가블록 우먼스베이직 비타민·미네랄,20170504,200400200071786
7727,(주)빅솔 반월공장,메가비타C,20150522,2009001702315
7728,(주)허브큐어,메가비타C(MegaVitaC),20160512,20040015162103
7729,(주)빅솔 반월공장,메가비타민C,20150522,200900170238
7730,풀무원건강생활(주),메가비타민C1000,20150728,20040020001273
7731,(주)빅솔 반월공장,메가비타민C3000,20150522,200900170235
7732,(주)한국씨엔에스팜,메가비타민D 2500,20150522,200400200071363
7733,(주)알피바이오,메가비타민D3 2500IU,20160630,20040017006560
7734,주식회사 노바렉스,메가비트,20150522,20040020008693
7735,코스맥스바이오(주),메가사포니아 씨케이맥스,20171130,200400200022096
7736,(주)네추럴에프앤피,메가사포니아골드,20150522,20040020014560
7737,코스맥스바이오(주),메가사포니아골드,20160721,200400200021867
7738,(주)비티진,메가사포니아골드스틱,20170324,2004002003071
7739,코스맥스바이오(주),메가사포니아리턴,20160907,200400200021888
7740,코스맥스바이오(주),메가사포니아스타트,20160816,200400200021883
7741,코스맥스바이오(주),메가사포니아씨케이임팩트,20180308,200400200022131
7742,코스맥스바이오(주),메가사포니아씨케이프라임,20180709,200400200022201
7743,동서바이오팜(주),메가산호칼슘,20150522,20040017025271
7744,주)건강을 지키는 사람들,메가선 골드,20150522,2004001900520
7745,주)건강을 지키는 사람들,메가선 업,20150522,2004001900524
7746,주)건강을 지키는 사람들,메가선듀오,20150522,2004001900526
7747,(주)알피바이오,메가세븐비타,20180327,20040017006653
7748,(주)비오팜,메가세움,20171122,20040017021742
7749,에스케이내추럴팜(주),메가셀렌,20150522,20040017106110
7750,(주)오투바이오,메가스틱4시럽,20170522,20130020008105
7751,(주)오투바이오,메가스틱5정,20150522,2013002000817
7752,(주)바이오 로제트,메가스틱시럽,20170920,20040017015156
7753,코스맥스바이오(주),메가스피루리나,20160816,200400200021882
7754,고려은단 헬스케어(주),메가식물성오메가1000,20171207,2016000600518
7755,코스맥스바이오(주),메가식물성오메가1000,20161007,200400200021901
7756,주식회사 노바렉스2공장,메가쎌 남자의 활력,20170201,20060020008139
7757,주식회사 노바렉스2공장,메가쏘팔메토,20170420,20060020008160
7758,네이처퓨어코리아(주),메가액티브 마그네슘,20150522,20100019004404
7759,주식회사 노바렉스,메가에센스 포 우먼,20150522,20040020008773
7760,주식회사한미양행,메가엑스프리미엄,20180411,200400150831006
7761,(주)아리바이오,메가엠에스엠100(Mega MSM100),20150522,2011002009942
7762,콜마비앤에이치(주)푸디팜사업부문,메가엠에스엠프리미엄(MEGA MSM PREMIUM),20180410,200600200031287
7763,동서바이오팜(주),메가엽산플러스,20150522,20040017025190
7764,삼성제약(주),메가오메가,20170626,2017282014913
7765,삼성제약(주),메가오메가(전량수출용),20170626,2017282014912
7766,종근당건강(주),메가오메가-3,20150522,20040020016330
7767,콜마비앤에이치(주)푸디팜사업부문,메가오메가-3,20150522,20060020003763
7768,코스맥스바이오(주),메가오메가-3EPA.DHA,20150522,200400200021137
7769,코스맥스바이오(주),메가오메가-3골드,20150522,200400200021336
7770,진명뉴트리션,메가웨이트게이너,20150522,201300180066
7771,진명뉴트리션,메가웨이프로틴,20150522,201300180068
7772,금산덕원인삼약초영농조합법인,메가젤,20160311,2004002007431
7773,한국코러스(주) 건강기능식품사업부,메가진,20171204,2012002001118
7774,(주)비티진,메가진생,20150522,2004002003044
7775,콜마비앤에이치(주)푸디팜사업부문,메가징코,20151221,20060020003874
7776,삼성제약(주),메가차전자피,20170823,2017282014919
7777,삼성제약(주),메가차전자피(전량수출용),20170823,2017282014918
7778,(주)비티진,메가칸,20150522,2004002003057
7779,동서바이오팜(주),메가칼슘마그네슘,20150522,20040017025298
7780,(주)한풍네이처팜,메가칼슘앤미네랄투패밀리,20150522,2012001900764
7781,에프엔바이오(주),메가칼슘앤비타민D,20150522,20040020071116
7782,주식회사 노바렉스2공장,메가큐텐디,20160722,20060020008100
7783,(주)뉴트리바이오텍,메가키즈,20161004,20070017035852
7784,삼성제약(주),메가키토산,20170623,2017282014911
7785,삼성제약(주),메가키토산(전량수출용),20170623,2017282014910
7786,(주)비오팜,메가탑낫도키나제(Megatop Nattokinese),20150522,20040017021367
7787,(주)한국씨엔에스팜,메가테인,20170106,200400200071746
7788,(주)바이오 로제트,메가톤 2080,20180827,20040017015178
7789,(주)유유헬스케어,메가톤 2080 JOINT(전량수출용),20161121,20040015107699
7790,(주)유유헬스케어,메가톤 2080 VENUS(전량수출용),20161017,20040015107693
7791,(주)유유헬스케어,메가톤 2080 비너스,20150522,20040015107562
7792,(주)유유헬스케어,메가톤 2080 조인트,20150522,20040015107559
7793,(주)유유헬스케어,메가톤 KIDS(전량수출용),20150522,20040015107474
7794,(주)유유헬스케어,메가톤 조인트,20150522,20040015107614
7795,동서바이오팜(주),메가톤2080 (MEGATON2080),20150522,20040017025201
7796,(주)한국씨엔에스팜,메가톤2080(MEGATON2080),20150522,200400200071074
7797,극동에치팜(주),메가톤2080(MEGATON2080)(전량수출용),20150522,2004002006853
7798,비씨엘바이오제약(주),메가톤2080퀸,20170314,20040020041229
7799,(주)한풍네이처팜,메가톤골드,20150522,201200190079
7800,(주)유유헬스케어,메가톤키즈,20150522,20040015107558
7801,(주)뉴트리바이오텍,메가트리플,20150522,20070017035239
7802,코스맥스바이오(주),메가트리플러스,20150522,200400200021262
7803,주식회사한미양행,메가트리플오메가-3비타민앤미네랄,20150522,20040015083644
7804,(주)비오팜,메가파워 마그네슘 315,20170213,20040017021658
7805,(주)유유헬스케어,메가파워 아이비젼 루테인,20160513,20040015107674
7806,(주)유유헬스케어,메가파워 칼슘마그네슘아연비타민D,20170602,20040015107735
7807,(주)유유헬스케어,메가파워 칼슘마그네슘아연비타민D 오리지날,20160610,20040015107675
7808,(주)유유헬스케어,메가파워 프리미엄 엽산800,20161123,20040015107701
7809,코스맥스바이오(주),메가파워루테인플러스,20150522,200400200021256
7810,코스맥스바이오(주),메가파워쏘팔메토플러스,20150522,200400200021255
7811,콜마비앤에이치(주)푸디팜사업부문,메가파워아이비젼루테인12,20180409,200600200031285
7812,(주)한국씨엔에스팜,메가파워옥타코사놀,20150522,20040020007901
7813,주식회사한미양행,메가파워프로테인(단백질),20150522,20040015083165
7814,극동에치팜(주),메가파워프리미엄,20150522,20040020068232
7815,(주)유니쎌팜,메가파워플러스,20150522,20040020028210
7816,(주)유니쎌팜,메가패밀리멀티비타민미네랄,20170914,20040020028417
7817,(주)한국씨엔에스팜,메가페시아,20150522,20040020007936
7818,켐포트 제2공장,메가펙스 오메가 웰,20150522,201000190016
7819,(주)켐포트,메가펙스 하이(High) DHA,20150522,200800190013
7820,켐포트 제2공장,메가펙스 하이(High) DHA,20150522,201000190017
7821,주식회사 바이오에비뉴,메가포르테 관절엔 데커신,20170314,20040017016289
7822,(주)한풍네이처팜,메가포스AHCC,20150522,20120019007134
7823,(주)네추럴에프앤피,메가폴리진,20180328,200400200141044
7824,에스케이내추럴팜(주),메가푸드 멀티비타민 앤 미네랄,20150522,20040017106106
7825,에스케이내추럴팜(주),메가푸드멀티비타민앤미네랄포우먼,20150522,20040017106119
7826,에스케이내추럴팜(주),메가푸드철분플러스엽산,20150522,20040017106181
7827,에스케이내추럴팜(주),메가푸드칼슘,20150522,20040017106117
7828,에스케이내추럴팜(주),메가푸드칼슘플러스비타민D,20150522,20040017106182
7829,에스케이내추럴팜(주),메가푸드칼슘플러스비타민D골드,20150522,20040017106185
7830,극동에치팜(주),메가푸드칼슘플러스비타민D골드,20150522,20040020068220
7831,주식회사한미양행,메가프로바이오틱,20150522,20040015083661
7832,(주)빅솔 반월공장,메가프로바이오틱,20150522,2009001702314
7833,주식회사 노바렉스,메가프로바이오틱스,20150522,200400200081128
7834,엠에스바이오텍(주),메가프로테오골드,20150522,20040020020323
7835,에스케이내추럴팜(주),메가프로폴리스,20150522,20040017106208
7836,주식회사한미양행,메가프리미엄골드,20150522,20040015083497
7837,극동에치팜(주),메가프리미엄골드,20150522,20040020068286
7838,코스맥스바이오(주),메가플러스,20150522,20040020002646
7839,(주)서흥,메가해조칼슘,20150522,20040020006843
7840,농업회사법인 주식회사 토음,메가헤르츠 고려홍삼스틱,20180627,201600065984
7841,동서바이오팜(주),메가헤파비,20160511,20040017025409
7842,(주)아리바이오,메가홍삼25,20170829,2011002009988
7843,삼성제약(주),메가홍삼갈릭,20170601,201728201499
7844,삼성제약(주),메가홍삼정,20170821,2017282014916
7845,삼성제약(주),메가홍삼정(전량수출용),20170821,2017282014915
7846,(주)한국씨엔에스팜,메나콘,20180703,200400200071996
7847,(주)뉴트롬,메노-파이토케어 I,20180119,2015001000239
7848,코스맥스바이오(주),메노F50+,20150522,200400200021505
7849,(주)내츄럴엔도텍,메노복합비타민,20150522,2005001701648
7850,(주)서흥,메노젠456(칼슘),20150522,20040020006318
7851,네이처퓨어코리아(주),메노케어,20170222,20100019004652
7852,콜마비앤에이치(주)푸디팜사업부문,메노포뮬라칼슘위드비타민D,20150522,20060020003195
7853,에프엔바이오(주),메노포뮬라칼슘위드비타민D,20150522,2004002007179
7854,주식회사 노바렉스,메노포즈멀티,20150522,20040020008911
7855,콜마비앤에이치(주)푸디팜사업부문,메노포즈퀸,20150522,20060020003717
7856,풀무원건강생활(주),메노플라본,20150522,20040020001102
7857,동서바이오팜(주),메니스,20160125,20040017025407
7858,(주)메디오젠,메디 신바이오틱스,20171010,20040020029218
7859,(주)메디오젠,메디 신바이오틱스키즈,20171010,20040020029219
7860,주식회사 노바렉스2공장,메디라이프 맨파워 쏘팔메토 (Medilife Manpower Sawpalmetto),20151228,2006002000854
7861,주식회사 노바렉스2공장,메디라이프 멀티업 오메가-3 (Medilife Multi Up Omega-3),20151223,2006002000853
7862,주식회사 노바렉스2공장,메디라이프 쏘팔메가-3 (Medilife Sawpalmega-3),20151204,2006002000850
7863,(주)한국씨엔에스팜,메디맘Ⅰ,20171114,200400200071884
7864,(주)유유헬스케어,메디메가톤 2080,20150522,20040015107613
7865,(주)메디바이오랩,메디바이오나토징코,20180112,2017278206821
7866,(주)메디바이오랩,메디바이오비타컬렉션,20180629,2017278206826
7867,주식회사 노바렉스,메디비타민D 400IU 드룹,20150522,200400200081258
7868,(주)알피바이오,메디비타민D츄어블 1000IU,20150522,20040017006469
7869,(주)서흥,메디스턴 MSM,20150522,20040020006805
7870,주식회사 노바렉스,메디슬림,20150522,20040020008902
7871,코스맥스바이오(주),메디안루테인,20150522,200400200021188
7872,(주)한국씨엔에스팜,메디오 듀오,20160315,200400200071621
7873,(주)한국씨엔에스팜,메디오 징크,20160429,200400200071637
7874,(주)메디오젠,메디오락토키디,20170117,20040020029199
7875,콜마비앤에이치(주)푸디팜사업부문,메디철분츄어블,20150916,20060020003851
7876,코스맥스바이오(주),메디칸,20150522,200400200021100
7877,(주)뉴트리바이오텍,메디칸플러스,20160728,20070017035835
7878,(주)채움엔비티,메디타민 뉴트럴 비타민C 1100,20170427,2004002007074
7879,비씨엘바이오제약(주),메디타민 비타민B 컴플렉스,20181025,20040020041326
7880,비씨엘바이오제약(주),메디타민 비타민B 컴플렉스 프로,20180711,20040020041313
7881,(주)한국씨엔에스팜,메디타민 비타민D 3000IU,20180605,200400200071981
7882,비씨엘바이오제약(주),메디타민 속편한 비타민C 850,20180214,20040020041281
7883,비씨엘바이오제약(주),메디타민 크리스탈 비타민C 1300,20180214,20040020041279
7884,(주)채움엔비티,메디타민 크리스탈 비타민C 1500,20170125,2004002007071
7885,비씨엘바이오제약(주),메디타민 트루퍼포먼스 포맨,20180321,20040020041285
7886,(주)채움엔비티,메디타민 트루퍼포먼스 포우먼,20170831,2004002007075
7887,비씨엘바이오제약(주),메디타민 트루퍼포먼스 포우먼,20180214,20040020041282
7888,비씨엘바이오제약(주),메디타민 파이토 비타민C 120,20180214,20040020041280
7889,(주)채움엔비티,메디타민 파이토 비타민C 230,20170427,2004002007073
7890,비씨엘바이오제약(주),메디타민 파이토 비타민C 450,20180402,20040020041287
7891,주식회사한미양행,메디탑Ⅰ,20170704,20040015083908
7892,주식회사한미양행,메디탑Ⅱ,20170713,20040015083911
7893,(주)한국씨엔에스팜,메디트리 루테인 밝은눈 환한세상,20150522,200400200071323
7894,(주)메디바이오랩,메디파워,20180102,2017278206815
7895,주식회사한미양행,메디파이토Ⅰ,20171201,20040015083951
7896,주식회사한미양행,메디파이토Ⅱ,20171207,20040015083957
7897,코스맥스바이오(주),메디포스트오메가-3,20150522,20040020002888
7898,(주)다스코바이오,메르비타,20151127,2012001701037
7899,(주)한풍네이처팜,메리즈,20150522,2012001900711
7900,(주)나라엔텍,메리트비타민정,20150522,2004002003435
7901,콜마비앤에이치(주)푸디팜사업부문,메모리 알파 닥터,20160613,20060020003965
7902,(주)서흥 오창공장,메모리 업,20150729,2013002002425
7903,(주)뉴트리바이오텍,메모리 업 플러스,20150930,20070017035740
7904,콜마비앤에이치(주)푸디팜사업부문,메모리 큐 골드,20170821,200600200031160
7905,(주)서흥 오창공장,메모리 파워 젤리,20150811,2013002002426
7906,(주)뉴트리바이오텍,메모리 포뮬러,20151124,20070017035762
7907,아미코젠(주),메모리 플러스,20170221,20040016037251
7908,주식회사 노바렉스,메모리 플러스,20170915,200400200081724
7909,콜마비앤에이치(주)푸디팜사업부문,메모리&아이 프리미엄,20160608,20060020003962
7910,(주)생명과학,메모리-큐,20150522,20040020038141
7911,(주)지디에프아이브레인셀연구소,메모리365프리미엄,20160628,201600100022
7912,(주)뉴트리바이오텍,메모리비타7,20150522,20070017035129
7913,(주)서흥,메모리업,20150522,20040020006804
7914,(주)한국파비스알엔디,메모리엔,20160803,20040020040100
7915,아미코젠(주),메모리온앤업,20160401,20040016037237
7916,코스맥스바이오(주),메모리케어,20150522,20040020002807
7917,아미코젠(주),메모리키퍼,20160406,20040016037238
7918,(주)유니쎌팜,메모리포뮬러,20150522,20040020028145
7919,고려인삼과학주식회사,메모리플러스,20160810,20040015039182
