REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,COMPANY_NM,STDR_STND,IMAGE_URL
20150522,아이세이프 루테인,직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[루테인 제품]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[비타민B2]①체내 에너지 생성에 필요","이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 적갈색의 연질캡슐","[루테인 제품]과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음.
① 어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오. 
② 특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.
③ 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",2012001511116,제조일로부터 24개월,"1) 성상 : 적색의 내용물을 함유한 적갈색의 연질캡슐
2) 루테인 : 표시량의 80~120% (표시량 : 20mg / 500mg)
3) 베타카로틴 : 표시량의 80~150% (표시량 : 0.42mg / 500mg)
4) 비타민C : 표시량의 80~150% (표시량 : 31.5mg / 500mg)
5) 셀렌 : 표시량의 80~150% (표시량 : 33ug / 500mg)
6) 아연 : 표시량의 80~150% (표시량 : 5.1mg / 500mg)
7) 비타민B2 : 표시량의 80~180%(표시량: 0.42mg/ 500mg)
8) 납(mg/kg) : 1.0 이하
9) 총비소(mg/kg) : 1.0 이하 
10) 카드뮴(mg/kg) : 1.0 이하
11) 총수은(mg/kg) : 1.0 이하
12) 붕해도 : 20분이내
13) 대장균군 : 음성
14) 헥산(mg/kg): 5.0 이하
15) 초산에틸(mg/kg):50.0 이하",안국건강,"500mg×30, 45, 60, 90, 100, 120, 150, 180, 200, 210, 240, 270, 300, 330, 360,390, 450, 480, 540캡슐",http://img.danawa.com/prod_img/500000/908/150/img/3150908_1.jpg?shrink=160:160&_v=20180604144949
20150522,아이센스루테인플러스베타카로틴,습기 및 열에 의해 품질에 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오. 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.,"①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌","암적색 내용물을 함유한 적갈색의 연질캡슐로 이미, 이취가 없음",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐을 물과 함께 섭취.",20040020068275,24개월,"1. 성상 : 암적색 내용물을 함유한 적갈색의 연질캡슐로 이미, 이취가 없음
2. 루테인 : 표시량(20mg/500mg)의 80~120%
3. 베타카로틴 : 표시량(0.6mg/500mg)의 80~150%
4. 비타민B1 : 표시량(0.6mg/500mg)의 80~180%
5. 비타민B2 : 표시량(0.7mg/500mg)의 80~180%
6. 아연 : 표시량(3.5mg/500mg)의 80~150%
7. 총수은(mg/kg) : 1.0 이하
8. 총비소(mg/kg) : 1.0 이하
9. 카드뮴(mg/kg) : 1.0 이하
10. 납(mg/kg) : 1.0 이하
11. 헥산(mg/kg) : 5.0 이하
12. 대장균군 : 음성
13. 붕해시험 : 20분이내",중외제약,"500mg*6캡슐,  500mg*20캡슐, 500mg*30캡슐,  500mg*40캡슐,  500mg*50캡슐, 500mg*60캡슐,500mg*70캡슐, 500mg*80캡슐,  500mg*90캡슐, 500mg*100캡슐, 500mg*110캡슐, 500mg*120캡슐, 500mg*150캡슐, 500mg*240캡슐, 500mg*360캡슐",http://img.danawa.com/prod_img/500000/030/657/img/3657030_1.jpg?shrink=160:160&_v=20170216095322
20170413,아이시안 메가케어,1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.4) 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.,"①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",빨간 주황색의 내용물을 함유한 갈흑색의 연질캡슐,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.",20060020008158,제조일로부터 2년,"1.성상:빨간 주황색의 내용물을 함유한 갈흑색의 연질캡슐
2.EPA와 DHA의 합:표시량(600mg/1200mg)의 80~120%
3.루테인:표시량(20mg/1200mg)의 80~120%
4.비타민E:표시량(11mg a-TE/1200mg)의 80~150%
5.비타민A:표시량(700ug RE/1200mg)의 80~150%
6.헥산(mg/kg):5.0이하
7.납(mg/kg):1.0이하
8.카드뮴(mg/kg):1.0이하
9.총수은(mg/kg):0.5이하
10.총비소(mg/kg):1.0이하
11.대장균군:음성
12.붕해:20분 이내",CJ제일제당,"600mg x 1C (0.6g), 2C, 4C, 8C, 12C, 16C, 28C, 32C, 36C, 40C, 56C, 60C, 64C, 68C, 80C, 84C, 100C, 112C, 120C, 168C, 180C, 200C, 224C, 240C, 252C, 400C, ….",http://img.danawa.com/prod_img/500000/202/875/img/8875202_1.jpg?shrink=160:160&_v=20190729115510
20150522,아이시안루테인,"① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.
② 제품 개봉 후에는 인습되지 않게 밀봉하여 보관하십시오.","①유해산소로부터 세포를 보호하는데 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",적색의 점조성 내용물을 함유한 타원형의 암갈색 연질캅셀제,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캅셀(0.5g)을 먹는 물과 함께 섭취.",20040020006460,제조일로부터 24개월,"1)성상 : 이미, 이취가 없는 적색의 점조성 내용물을 함유한 타원형의 암갈색 연질캡슐제
2)루테인(%) : 표시량(20mg/0.5g,)80.0~120.0%
3)비타민E(%) : 표시량(3.3mg a-TE/0.5g)의 80.0~150.0%
4)납(mg/kg) : 1.0 이하이어야 한다
5)총비소(mg/kg) : 1.0 이하이어야 한다
6)카드뮴(mg/kg) : 1.0 이하이어야 한다
7)총수은(mg/kg) : 1.0이하이어야 한다
8) 헥산(mg/kg) : 5.0 이하
9)대장균군 : 음성이어야 한다.
10) 붕해 : 20분 이내이어야 한다",CJ제일제당,"15g(500mg×30캅셀), 30g(60캅셀), 60g(120캅셀) 등",http://img.danawa.com/prod_img/500000/257/679/img/3679257_1.jpg?shrink=160:160&_v=20181101101519
20190327,아이시안루테인 비타민A 플러스케어,① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.   ② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오.,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

셀렌 : ①유해산소로부터 세포를 보호하는데 필요

비타민E : ①유해산소로부터 세포를 보호하는데 필요

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민A : ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",적갈색의 점조성 내용물을 함유한 암갈색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임산부, 수유여성 및 어린이는 섭취에 주의하십시오.
③ 특정 성분에 알레르기가 있으신 분은 원료명 확인 후 섭취하십시오.
④ 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.
⑤ 질병치료 중인 분은 섭취 전 의사와 상담 후 섭취하십시오.","1일 1회, 1회 1캡슐(0.5g)을 충분한 물과 함께 섭취하십시오.",200400200061367,제조일부터 24개월,"(1) 성상 : 적갈색의 점조성 내용물을 함유한 암갈색의 연질캡슐
 (2) 루테인 : 표시량(20 mg/0.5g)의 80~120%
 (3) 셀렌 : 표시량(55 ㎍/0.5g)의 80~150%
 (4) 비타민E : 표시량(11 mg α-TE/0.5g)의 80~150%
 (5) 아연 : 표시량(8.5 mg/0.5g)의 80~150%
 (6) 비타민A : 표시량(700 ㎍RE/0.5g)의 80~150%
 (7) 헥산(mg/kg) : 5.0 이하
 (8) 납(mg/kg) : 1.0 이하
 (9) 카드뮴(mg/kg) : 1.0 이하 
 (10) 총수은(mg/kg) : 1.0 이하
 (11) 총비소(mg/kg) : 1.0 이하
 (12) 대장균군 : 음성
 (13) 붕해 : 20분 이내",CJ제일제당,"15.0g(500mg×30캡슐), 30.0g(60캡슐), 45.0g(90캡슐), 60.0g(120캡슐), 70.0g(140캡슐), 75.0g(150캡슐) 등",http://img.danawa.com/prod_img/500000/302/877/img/8877302_1.jpg?shrink=160:160&_v=20190729134420
20151001,아이조아 루테인 8플러스,직사광선을 받지 않는 실온에 보관합니다.,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",적갈색의 연질캡슐,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음.,"1일 1회, 1회 1캡슐을 물과 함께 섭취합니다.",20040020046476,제조일로부터 24개월,"1) 성상 : 적갈색의 연질캡슐
2) 루테인 : 표시량 (20.0mg/500mg)의 80~120% 이어야 한다.
3) 비타민A : 표시량 (700.0㎍ RE/500mg)의 80~150% 이어야 한다.
4) 비타민C : 표시량 (30.0mg/500mg)의 80~150% 이어야 한다.
5) 비타민E :표시량 (11.0mg α-TE/500mg)의 80~150% 이어야 한다.
6) 비타민B1 : 표시량 (1.2mg/500mg)의 80~180% 이어야 한다.
7) 비타민B2 : 표시량 (1.4mg/500mg)의 80~180% 이어야 한다.
8) 비타민B6 : 표시량 (1.5mg/500mg)의 80~150% 이어야 한다.
9) 아연 : 표시량 (8.5mg/500mg)의 80~150% 이어야 한다.
10) 납(mg/kg) : 1.0 이하
11) 카드뮴(mg/kg) : 1.0 이하
12) 총수은(mg/kg) : 1.0 이하
13) 총비소(mg/kg) : 1.0 이하
14) 헥산(mg/kg) : 5.0 이하
15) 초산에틸(mg/kg) : 50.0 이하
16) 붕해시험 : 20분 이내
17) 대장균군 : 음성",티지알앤,"1. 병포장(PE, PET)/500mgX30캡슐(15g), 60캡슐(30g), 90캡슐(45g), 120캡슐(60g), 180캡슐(90g)등  2. PTP포장/500mgX10캡슐(5g)",http://img.danawa.com/prod_img/500000/098/678/img/3678098_1.jpg?shrink=160:160&_v=20190102145755
20151022,아이클리어,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에닿지 않도록 주의하시기 바랍니다.","건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
(생리활성기능 2등급)

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요,(1) EPA 및 DHA 함유 유지 : 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급)
                                       혈중 중성지질 개선 ？ 혈행 개선에 도움을 줄 수 있음

(2) 루테인 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

(3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요

(4) 비타민E : 유해산소로부터 세포를 보호하는데 필요",이미 이취가 없는 적색 내용물을 함유한 적갈색 연질캡슐,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음.,"1일 1회, 1회 1캡슐 씩 충분한 물과 함께 섭취하십시오.",20040020016572,제조일로부터 24개월까지 (유통기한 설정 사유 : 별첨),"1) 성 상 : 이미 이취가 없는 적색 내용물을 함유한 적갈색 연질캡슐
2) EPA와 DHA의 합 : 표시량의 80 ~ 120 % (표시량 : 600 mg / 1,050 mg)
3) 루테인 : 표시량의 80 ~ 120 % (표시량 : 20 mg / 1,050 mg)
4) 비타민A : 표시량의 80 ~ 150 % ( 표시량 : 700 ㎍RE / 1,050 mg )
5) 비타민E : 표시량의 80 ~ 150 % ( 표시량 : 11 mgα-TE / 1,050 mg )
6) 헥산(mg/kg) : 5.0 이하
7) 납(mg/kg) : 1.0 이하
8) 카드뮴(mg/kg) : 1.0 이하
9) 총수은(mg/kg) : 0.5 이하
10) 총비소(mg/kg) : 1.0 이하
11) 대장균군 : 음성
12) 붕해 : 적합(20분 이내)",종근당건강,"1,050 mg × 10, 20, 30, 40, 45, 50, 60, 90, 120, 150, 180, 210, 240, 300, 360, 420, 480, 540,600캡슐",http://img.danawa.com/prod_img/500000/675/650/img/5650675_1.jpg?shrink=160:160&_v=20180614153552
20180824,아이클리어 2.0버전,① 제품은 직사광선을 피해 실온에서 보관 유통하십시오.   ② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오.,"①눈의 피로도 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",암적색의 점조성 내용물을 함유한 적갈색의 연질캡슐,"①과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음 ②β-카로틴의 흡수를 저해할 수 있음









과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음","1일 1회, 1회 1캡슐(0.4g)을 충분한 물과 함께 섭취하십시오.",200400200061311,제조일부터 24개월,"(1) 성상 : 암적색의 점조성 내용물을 함유한 적갈색의 연질캡슐
(2) 루테인 : 표시량(20 mg/0.4g)의 80~120%
(3) 아스타잔틴 : 표시량(6 mg/0.4g)의 80~120%
(4) 비타민C : 표시량(30 mg/0.4g)의 80~150%
(5) 비타민E : 표시량(11 mg α-TE/0.4g)의 80~150%
(6) 아연 : 표시량(8.5 mg/0.4g)의 80~150%
(7) 비타민A : 표시량(700 ㎍RE/0.4g)의 80~150%
(8) 납(mg/kg) : 1.0 이하
(9) 카드뮴(mg/kg) : 1.0 이하 
(10) 총수은(mg/kg) : 1.0 이하
(11) 총비소(mg/kg) : 1.0 이하
(12) 헥산(mg/kg) : 5.0 이하
(13) 대장균군 : 음성
(14) 붕해 : 20분 이내",종근당건강,"12 g(400 mg×30캡슐), 60캡슐 등",http://img.danawa.com/prod_img/500000/961/912/img/6912961_1.jpg?shrink=160:160&_v=20190329190631
20160804,아이클리어 마스터,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요

건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
(생리활성기능 2등급)

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",적색의 내용물을 함유한 적갈색의 연질캡슐,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 2회, 1회 1캡슐을 물과 함께 섭취하십시오.",200400200071683,제조일로부터 24개월,"1) 성상 : 적색의 내용물을 함유한 적갈색 연질캡슐
2) EPA와 DHA의 합 : 표시량의 80 ~ 120 % ( 표시량 : 600 mg / 1,400 mg )
3) 루테인 : 표시량의 80 ~ 120 % (표시량 : 20 mg / 1,400 mg)
4) 비타민A : 표시량의 80 ~ 150 % (표시량 : 700 μgRE / 1,400 mg)
5) 비타민E : 표시량의 80 ~ 150 % (표시량 : 11 mg α-TE / 1,400 mg)
6) 헥산(mg/kg) : 5.0 이하
7) 납(mg/kg) : 1.0 이하
8) 카드뮴(mg/kg) : 1.0 이하
9) 총비소(mg/kg) : 1.0 이하 
10) 총수은(mg/kg) : 0.5 이하
11) 대장균군 : 음성
12) 붕해 : 적합(20분 이내)",종근당건강,"700 mg x 10, 20, 30, 40, 45, 50, 60, 90, 100, 112, 120, 150, 160, 180, 200, 210, 240, 270, 300, 330, 360, 400, 420, 450, 480, 540, 600, 720 캡슐",http://img.danawa.com/prod_img/500000/152/908/img/4908152_1.jpg?shrink=160:160&_v=20180614153848
20180717,아이편안 루테인지아잔틴,"① 제품은 직사광선을 피하고, 실온에서 보관 유통하십시오.   ② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오.","루테인지아잔틴복합추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

셀렌 : ①유해산소로부터 세포를 보호하는데 필요

비타민E : ①유해산소로부터 세포를 보호하는데 필요

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민A : ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

비타민B1 : ①탄수화물과 에너지 대사에 필요

비타민B2 : ①체내 에너지 생성에 필요",적색 점조성 내용물을 함유한 암갈색 연질캡슐,"①  영·유아, 어린이, 임산부 및 수유부, 수술전후 환자는 섭취에 주의
② 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
③ 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오.      
④ 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.","1일 1회, 1회 1캡슐(0.5g)을 충분한 물과 함께 섭취하십시오.",200400200061301,제조일부터 24개월,"1) 성상 : 적색 점조성 내용물을 함유한 암갈색 연질캡슐
 2) 루테인 : 표시량(18.181 mg/0.5g)의 80~120%
 3) 지아잔틴 : 표시량(1.818 mg/0.5g)의 80~120%
 4) 셀렌 : 표시량(16.5 ㎍/0.5g)의 80~150%
 5) 비타민E : 표시량(3.3 mg α-TE/0.5g)의 80~150%
 6) 아연 : 표시량(2.55 mg/0.5g)의 80~150%
 7) 비타민A : 표시량(210 ㎍RE/0.5g)의 80~150%
 8) 비타민B1 : 표시량(0.36 mg/0.5g)의 80~180%
 9) 비타민B2 : 표시량(0.42 mg/0.5g)의 80~180%
10) 납(mg/kg) : 0.5 이하
11) 총비소(mg/kg) : 0.1 이하
12) 카드뮴(mg/kg) : 0.1 이하
13) 총수은(mg/kg) : 0.1 이하
14) 헥산(mg/kg) : 5.0 이하 
15) 대장균군 : 음성   
16) 붕해 :  20분 이내",휴럼,"75g(500mg×150캡슐), 100g(200캡슐), 125g(250캡슐), 150g(300캡슐) 등",http://img.danawa.com/prod_img/500000/714/501/img/6501714_1.jpg?shrink=160:160&_v=20190604174623
20190307,아이포커스,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민E] 유해산소로부터 세포를 보호하는데 필요",적색의 내용물을 함유한 검정색 투명의 연질캡슐,"① 특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.
② 어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오.
③ 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.
④ β-카로틴의 흡수를 저해할 수 있습니다.","1일 1회, 1회 1캡슐(1캡슐 당 400 mg)을 충분한 물과 함께 섭취하십시오.",200400200072126,제조일로부터 24개월까지,"1) 성상 : 적색의 내용물을 함유한 적색 투명의 연질캡슐
2) 루테인 : 표시량의 80 ~ 120 % (표시량 20 mg / 400 mg)
3) 아스타잔틴 : 표시량의 80 ~ 120 % (표시량 : 6 mg / 400 mg)
4) 비타민D : 표시량의 80 ~ 180 % (표시량 10 μg / 400 mg)
5) 비타민E : 표시량의 80 ~ 150 % (표시량 11 mgα-TE / 400 mg)
6) 납(mg/kg): 1.0 이하
7) 카드뮴(mg/kg): 1.0 이하
8) 총수은(mg/kg): 1.0 이하
9) 총비소(mg/kg): 1.0 이하
10) 헥산(mg/kg): 5.0 이하
11) 대장균군 : 음성
12) 붕해 : 적합(20분 이내)",안국건강,"400 mg × 10, 20, 30, 40, 45, 50, 60, 90, 112, 120, 150, 180, 210, 240, 300, 360, 400, 480, 540, 600캡슐 등",http://img.danawa.com/prod_img/500000/340/545/img/7545340_1.jpg?shrink=160:160&_v=20190326134501
20160517,안국 루테인 미니 100,고온다습한 곳과 직사광선을 피해 습기가 적고 건조한 곳에 보관하십시오.,[루테인]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌,"이미, 이취가 없는 적색의 내용물을 함유한 적갈색의 타원형 연질캡슐",[루테인 제품]과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음.,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",20040017006552,제조일로부터 24개월,"1. 성상 : 이미, 이취가 없는 적색의 내용물을 함유한 적갈색의 타원형 연질캡슐
2. 루테인(20mg/100mg) : 표시량의 80 ~ 120%
3. 중금속 : 납 1.0 mg/kg 이하, 카드뮴 1.0 mg/kg 이하, 총 수은 1.0 mg/kg 이하, 총 비소 1.0 mg/kg 이하 
4. 잔류용매 : 헥산 5.0 mg/kg 이하, 초산에틸 50 mg/kg 이하
5. 붕해시험 : 20분이내
6. 대장균군 : 음성",안국건강,"100mg X 10, 15, 30, 50, 60, 90, 100, 120, 150, 18010, 20, 50, 100, 200, 500 캡슐 등",http://img.danawa.com/prod_img/500000/721/181/img/4181721_1.jpg?shrink=160:160&_v=20180523152828
20170110,안국 쏘팔메토 전립선건강,고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.영유아와 어린이의 손이 닿지 않는 곳에 보관하십시오.,전립선 건강의 유지에 도움을 줄 수 있음.,"이미, 이취가 없고 고유의 향미가 있는 미황색의 오일을 함유한 적갈색의 타원형 연질캡슐",[쏘팔메토열매추출물]메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",20040017006579,제조일로부터 24개월,"1.성상: 이미, 이취가 없고 고유의 향미가 있는 미황색의 오일을 함유한 적갈색의 타원형 연질캡슐
2.로르산:표시량(115mg/411mg)의80~120%
3.중금속:납1.0mg/kg이하,카드뮴1.0mg/kg이하,총수은1.0mg/kg이하,총비소1.0mg/kg이하
4.대장균군:음성
5.붕해:20분이내",안국건강,"411mg×10,15,20,30,40,60,80,90,100,120,140,180,200,240,300,360 캡슐 등",http://img.danawa.com/prod_img/500000/898/968/img/7968898_1.jpg?shrink=500:500
20190905,안국눈에좋은루테인플러스,수분 및 열에 의해 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오. 어린이 손에 닿지 않는 곳에 보관하십시오.,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌. 
2) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요. 
3) 비타민E : 유해산소로부터 세포를 보호하는데 필요.
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
5) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
6) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.  
7) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",빨강 주황색 유상 내용물을 함유한 암갈색의 연질캡슐,"섭취 시 목에 걸릴 수 있으므로 반드시 물과 함께 섭취하십시오. 
섭취 시 위장장애, 소화불량의 증상이 있을 경우 섭취를 중단하십시오.
개인의 신체 상태에 따라 이상 증상이 생길 경우 섭취를 중단하십시오.
섭취 전 제품에 이상이 있는 경우 섭취를 금하십시오.
특정 원료 성분에 알레르기 체질은 원료 성분을 확인 후 섭취하십시오.
과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",200400200022420,제조일로부터 2년,"1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 빨강 주황색 유상 내용물을 함유한 암갈색의 연질캡슐
2) 루테인 : 표시량(20mg/500mg)의 80~120%
3) 베타카로틴 : 표시량(1mg/500mg)의 80~150%
4) 비타민E : 표시량(3.3mg α-TE/500mg)의 80~150%
5) 아연 : 표시량(2.55mg/500mg)의 80~150%
6) 셀렌 : 표시량(16.5ug/500mg)의 80~150%
7) 구리 : 표시량(0.24mg/500mg)의 80~150%
8) 망간 : 표시량(0.9mg/500mg)의 80~150%
9) 납(mg/kg) : 1.0 이하
10) 카드뮴(mg/kg) : 1.0 이하
11) 총수은(mg/kg) : 1.0 이하
12) 총비소(mg/kg) : 1.0 이하
13) 헥산(mg/kg) : 5.0 이하
14) 대장균군 : 음성 
15) 붕해시험 : 20분 이내",안국건강,"500mg * 6, 10, 18, 30, 45, 60, 90, 120, 135, 150, 180, 270, 300, 360, 450, 500, 540, 750, 1000캡슐 등",http://img.danawa.com/prod_img/500000/257/944/img/6944257_1.jpg?shrink=160:160&_v=20190326141100
